"Int32","String","String","Int32","Int32","String","Int32","Int32","Int32"
2,"MII_A103NK2","F_MII_0103NK2.png",-8,-500,"MII_A103AD.spm",27,-1,-1
2,"MII_A103NK3","F_MII_0103NK3.png",-8,-500,"MII_A103AD2.spm",5,-1,-1
2,"MII_A103NK4","F_MII_0103NK4.png",-8,-500,"MII_A103NK4.spm",0,-1,-1
2,"MII_A103NK5","F_MII_0103NK5.png",-8,-500,"MII_A103NK4.spm",1,-1,-1
2,"MII_A103NM","F_MII_0103NM.png",-8,-500,"MII_A103AD.spm",28,-1,-1
2,"MII_A103NM2","F_MII_0103NM2.png",-8,-500,"MII_A103AD.spm",29,-1,-1
2,"MII_A103NO","F_MII_0103NO.png",-8,-500,"MII_A103AD.spm",30,-1,-1
2,"MII_A103NO2","F_MII_0103NO2.png",-8,-500,"MII_A103NK4.spm",2,-1,-1
2,"MII_A103NS","F_MII_0103NS.png",-8,-500,"MII_A103AD.spm",31,-1,-1
2,"MII_A103NS2","F_MII_0103NS2.png",-8,-500,"MII_A103AD.spm",32,-1,-1
2,"MII_A103SN","F_MII_0103SN.png",-8,-500,"MII_A103AD.spm",33,-1,-1
2,"MII_A103SN2","F_MII_0103SN2.png",-8,-500,"MII_A103AD2.spm",6,-1,-1
2,"MII_A103SN3","F_MII_0103SN3.png",-8,-500,"MII_A103AD.spm",34,-1,-1
2,"MII_A103SN4","F_MII_0103SN4.png",-8,-500,"MII_A103AD.spm",35,-1,-1
2,"MII_A103TR","F_MII_0103TR.png",-8,-500,"MII_A103AD.spm",36,-1,-1
2,"MII_A103TR2","F_MII_0103TR2.png",-8,-500,"MII_A103AD2.spm",7,-1,-1
2,"MII_A103TR3","F_MII_0103TR3.png",-8,-500,"MII_A103AD.spm",37,-1,-1
2,"MII_A103TR4","F_MII_0103TR4.png",-8,-500,"MII_A103AD2.spm",8,-1,-1
2,"MII_0201AK","F_MII_0201AK.png",32,-451,"MII_0201AK.spm",0,-1,-1
2,"MII_0201AM","F_MII_0201AM.png",32,-451,"MII_0201AM.spm",0,-1,-1
2,"MII_0201AM2","F_MII_0201AM2.png",32,-451,"MII_0201AM.spm",1,-1,-1
2,"MII_0201AS","F_MII_0201AS.png",32,-451,"MII_0201AK.spm",1,-1,-1
2,"MII_0201AS2","F_MII_0201AS2.png",32,-451,"MII_0201AS2.spm",0,-1,-1
2,"MII_0201AS3","F_MII_0201AS3.png",32,-451,"MII_0201AK.spm",2,-1,-1
2,"MII_0201AS4","F_MII_0201AS4.png",32,-451,"MII_0201AK.spm",3,-1,-1
2,"MII_0201BS","F_MII_0201BS.png",32,-451,"MII_0201BS.spm",0,-1,-1
2,"MII_0201GM","F_MII_0201GM.png",32,-451,"MII_0201GM.spm",0,-1,-1
2,"MII_0201KB","F_MII_0201KB.png",32,-451,"MII_0201GM.spm",1,-1,-1
2,"MII_0201KD","F_MII_0201KD.png",32,-451,"MII_0201GM.spm",2,-1,-1
2,"MII_0201KD2","F_MII_0201KD2.png",32,-451,"MII_0201KD2.spm",0,-1,-1
2,"MII_0201KS","F_MII_0201KS.png",32,-451,"MII_0201AK.spm",4,-1,-1
2,"MII_0201KY","F_MII_0201KY.png",32,-451,"MII_0201BS.spm",1,-1,-1
2,"MII_0201KY2","F_MII_0201KY2.png",32,-451,"MII_0201BS.spm",2,-1,-1
2,"MII_0201NI","F_MII_0201NI.png",32,-451,"MII_0201NI.spm",0,-1,-1
2,"MII_0201NI2","F_MII_0201NI2.png",32,-451,"MII_0201NI.spm",1,-1,-1
2,"MII_0201NK","F_MII_0201NK.png",32,-451,"MII_0201GM.spm",3,-1,-1
2,"MII_0201NK2","F_MII_0201NK2.png",32,-451,"MII_0201AK.spm",5,-1,-1
2,"MII_0201NO","F_MII_0201NO.png",32,-451,"MII_0201GM.spm",4,-1,-1
2,"MII_0201NS","F_MII_0201NS.png",32,-451,"MII_0201AS2.spm",1,-1,-1
2,"MII_0201OD","F_MII_0201OD.png",32,-451,"MII_0201AK.spm",6,-1,-1
2,"MII_0201OD2","F_MII_0201OD2.png",32,-451,"MII_0201AK.spm",7,-1,-1
2,"MII_0201SN","F_MII_0201SN.png",32,-451,"MII_0201AK.spm",8,-1,-1
2,"MII_0201SN2","F_MII_0201SN2.png",32,-451,"MII_0201GM.spm",5,-1,-1
2,"MII_0201SN3","F_MII_0201SN3.png",32,-451,"MII_0201GM.spm",6,-1,-1
2,"MII_0201TR","F_MII_0201TR.png",32,-451,"MII_0201TR.spm",0,-1,-1
2,"MII_0201TR2","F_MII_0201TR2.png",32,-451,"MII_0201TR.spm",1,-1,-1
2,"MII_0202AS","F_MII_0202AS.png",-4,-496,"MII_0202AS.spm",0,-1,-1
2,"MII_0202AS2","F_MII_0202AS2.png",-4,-496,"MII_0202AS.spm",1,-1,-1
2,"MII_0202IK","F_MII_0202IK.png",-4,-496,"MII_0202IK.spm",0,-1,-1
2,"MII_0202IK2","F_MII_0202IK2.png",-4,-496,"MII_0202AS.spm",2,-1,-1
2,"MII_0202KB","F_MII_0202KB.png",-4,-496,"MII_0202AS.spm",3,-1,-1
2,"MII_0202KB2","F_MII_0202KB2.png",-4,-496,"MII_0202AS.spm",4,-1,-1
2,"MII_0202KB3","F_MII_0202KB3.png",-4,-496,"MII_0202AS.spm",5,-1,-1
2,"MII_0202MJ","F_MII_0202MJ.png",-4,-496,"MII_0202AS.spm",6,-1,-1
2,"MII_0202MJ2","F_MII_0202MJ2.png",-4,-496,"MII_0202AS.spm",7,-1,-1
2,"MII_0202NK","F_MII_0202NK.png",-4,-496,"MII_0202AS.spm",8,-1,-1
2,"MII_0202NM","F_MII_0202NM.png",-4,-496,"MII_0202AS.spm",9,-1,-1
2,"MII_0202NM2","F_MII_0202NM2.png",-4,-496,"MII_0202AS.spm",10,-1,-1
2,"MII_0202NO","F_MII_0202NO.png",-4,-496,"MII_0202AS.spm",11,-1,-1
2,"MII_0202OD","F_MII_0202OD.png",-4,-496,"MII_0202AS.spm",12,-1,-1
2,"MII_0202OD2","F_MII_0202OD2.png",-4,-496,"MII_0202OD2.spm",0,-1,-1
2,"MII_0202OD3","F_MII_0202OD3.png",-4,-496,"MII_0202AS.spm",13,-1,-1
2,"MII_0202RK","F_MII_0202RK.png",-4,-496,"MII_0202AS.spm",14,-1,-1
2,"MII_0202SP","F_MII_0202SP.png",-4,-496,"MII_0202AS.spm",15,-1,-1
2,"MII_0202SP2","F_MII_0202SP2.png",-4,-496,"MII_0202AS.spm",16,-1,-1
2,"MII_0202TR","F_MII_0202TR.png",-4,-496,"MII_0202OD2.spm",1,-1,-1
2,"MII_0202TR2","F_MII_0202TR2.png",-4,-496,"MII_0202OD2.spm",2,-1,-1
2,"MII_0203AD","F_MII_0203AD.png",-8,-500,"MII_0203AD.spm",0,-1,-1
2,"MII_0203AD2","F_MII_0203AD2.png",-8,-500,"MII_0203AD2.spm",0,-1,-1
2,"MII_0203AD3","F_MII_0203AD3.png",-8,-500,"MII_0203AD.spm",1,-1,-1
2,"MII_0203AD4","F_MII_0203AD4.png",-8,-500,"MII_0203AD2.spm",1,-1,-1
2,"MII_0203AK","F_MII_0203AK.png",-8,-500,"MII_0203AD.spm",2,-1,-1
2,"MII_0203AK2","F_MII_0203AK2.png",-8,-500,"MII_0203AD.spm",3,-1,-1
2,"MII_0203BS","F_MII_0203BS.png",-8,-500,"MII_0203AD.spm",4,-1,-1
2,"MII_0203EG","F_MII_0203EG.png",-8,-500,"MII_0203AD.spm",5,-1,-1
2,"MII_0203EG2","F_MII_0203EG2.png",-8,-500,"MII_0203AD2.spm",2,-1,-1
2,"MII_0203EG3","F_MII_0203EG3.png",-8,-500,"MII_0203AD.spm",6,-1,-1
2,"MII_0203EG4","F_MII_0203EG4.png",-8,-500,"MII_0203AD2.spm",3,-1,-1
2,"MII_0203FK","F_MII_0203FK.png",-8,-500,"MII_0203AD.spm",7,-1,-1
2,"MII_0203FK2","F_MII_0203FK2.png",-8,-500,"MII_0203AD2.spm",4,-1,-1
2,"MII_0203IK","F_MII_0203IK.png",-8,-500,"MII_0203AD.spm",8,-1,-1
2,"MII_0203IK2","F_MII_0203IK2.png",-8,-500,"MII_0203AD.spm",9,-1,-1
2,"MII_0203IK3","F_MII_0203IK3.png",-8,-500,"MII_0203AD.spm",10,-1,-1
2,"MII_0203IK4","F_MII_0203IK4.png",-8,-500,"MII_0203AD.spm",11,-1,-1
2,"MII_0203IK5","F_MII_0203IK5.png",-8,-500,"MII_0203AD.spm",12,-1,-1
2,"MII_0203IK6","F_MII_0203IK6.png",-8,-500,"MII_0203AD.spm",13,-1,-1
2,"MII_0203KB","F_MII_0203KB.png",-8,-500,"MII_0203AD.spm",14,-1,-1
2,"MII_0203KB2","F_MII_0203KB2.png",-8,-500,"MII_0203AD.spm",15,-1,-1
2,"MII_0203KD","F_MII_0203KD.png",-8,-500,"MII_0203AD.spm",16,-1,-1
2,"MII_0203KD2","F_MII_0203KD2.png",-8,-500,"MII_0203AD.spm",17,-1,-1
2,"MII_0203KM","F_MII_0203KM.png",-8,-500,"MII_0203AD.spm",18,-1,-1
2,"MII_0203KM2","F_MII_0203KM2.png",-8,-500,"MII_0203AD.spm",19,-1,-1
2,"MII_0203KM3","F_MII_0203KM3.png",-8,-500,"MII_0203AD.spm",20,-1,-1
2,"MII_0203KM4","F_MII_0203KM4.png",-8,-500,"MII_0203AD.spm",21,-1,-1
2,"MII_0203KM5","F_MII_0203KM5.png",-8,-500,"MII_0203AD.spm",22,-1,-1
2,"MII_0203KM6","F_MII_0203KM6.png",-8,-500,"MII_0203AD2.spm",5,-1,-1
2,"MII_0203KT","F_MII_0203KT.png",-8,-500,"MII_0203AD.spm",23,-1,-1
2,"MII_0203MJ","F_MII_0203MJ.png",-8,-500,"MII_0203AD.spm",24,-1,-1
2,"MII_0203MU","F_MII_0203MU.png",-8,-500,"MII_0203AD.spm",25,-1,-1
2,"MII_0203NI","F_MII_0203NI.png",-8,-500,"MII_0203AD.spm",26,-1,-1
2,"MII_0203NK","F_MII_0203NK.png",-8,-500,"MII_0203AD.spm",27,-1,-1
2,"MII_0203NK2","F_MII_0203NK2.png",-8,-500,"MII_0203AD.spm",28,-1,-1
2,"MII_0203NK3","F_MII_0203NK3.png",-8,-500,"MII_0203AD2.spm",6,-1,-1
2,"MII_0203NK4","F_MII_0203NK4.png",-8,-500,"MII_0203AD.spm",29,-1,-1
2,"MII_0203NK5","F_MII_0203NK5.png",-8,-500,"MII_0203AD.spm",30,-1,-1
2,"MII_0203NM","F_MII_0203NM.png",-8,-500,"MII_0203AD.spm",31,-1,-1
2,"MII_0203NM2","F_MII_0203NM2.png",-8,-500,"MII_0203AD.spm",32,-1,-1
2,"MII_0203NO","F_MII_0203NO.png",-8,-500,"MII_0203AD.spm",33,-1,-1
2,"MII_0203NO2","F_MII_0203NO2.png",-8,-500,"MII_0203AD.spm",34,-1,-1
2,"MII_0203NS","F_MII_0203NS.png",-8,-500,"MII_0203AD.spm",35,-1,-1
2,"MII_0203NS2","F_MII_0203NS2.png",-8,-500,"MII_0203AD.spm",36,-1,-1
2,"MII_0203SN","F_MII_0203SN.png",-8,-500,"MII_0203AD.spm",37,-1,-1
2,"MII_0203SN2","F_MII_0203SN2.png",-8,-500,"MII_0203AD2.spm",7,-1,-1
2,"MII_0203SN3","F_MII_0203SN3.png",-8,-500,"MII_0203AD.spm",38,-1,-1
2,"MII_0203SN4","F_MII_0203SN4.png",-8,-500,"MII_0203AD.spm",39,-1,-1
2,"MII_0203TR","F_MII_0203TR.png",-8,-500,"MII_0203AD.spm",40,-1,-1
2,"MII_0203TR2","F_MII_0203TR2.png",-8,-500,"MII_0203AD2.spm",8,-1,-1
2,"MII_0203TR3","F_MII_0203TR3.png",-8,-500,"MII_0203AD.spm",41,-1,-1
2,"MII_0203TR4","F_MII_0203TR4.png",-8,-500,"MII_0203AD2.spm",9,-1,-1
2,"MII_A201AK","F_MII_0201AK.png",32,-451,"MII_A201AK.spm",0,-1,-1
2,"MII_A201AM","F_MII_0201AM.png",32,-451,"MII_A201AM.spm",0,-1,-1
2,"MII_A201AM2","F_MII_0201AM2.png",32,-451,"MII_A201AM.spm",1,-1,-1
2,"MII_A201AS","F_MII_0201AS.png",32,-451,"MII_A201AK.spm",1,-1,-1
2,"MII_A201AS2","F_MII_0201AS2.png",32,-451,"MII_A201AS2.spm",0,-1,-1
2,"MII_A201AS3","F_MII_0201AS3.png",32,-451,"MII_A201AK.spm",2,-1,-1
2,"MII_A201AS4","F_MII_0201AS4.png",32,-451,"MII_A201AK.spm",3,-1,-1
2,"MII_A201BS","F_MII_0201BS.png",32,-451,"MII_A201AS2.spm",1,-1,-1
2,"MII_A201GM","F_MII_0201GM.png",32,-451,"MII_A201AS2.spm",2,-1,-1
2,"MII_A201KB","F_MII_0201KB.png",32,-451,"MII_A201AS2.spm",3,-1,-1
2,"MII_A201KD","F_MII_0201KD.png",32,-451,"MII_A201AS2.spm",4,-1,-1
2,"MII_A201KD2","F_MII_0201KD2.png",32,-451,"MII_A201AS2.spm",5,-1,-1
2,"MII_A201KS","F_MII_0201KS.png",32,-451,"MII_A201AK.spm",4,-1,-1
2,"MII_A201KY","F_MII_0201KY.png",32,-451,"MII_A201KY.spm",0,-1,-1
2,"MII_A201KY2","F_MII_0201KY2.png",32,-451,"MII_A201KY.spm",1,-1,-1
2,"MII_A201NI","F_MII_0201NI.png",32,-451,"MII_A201NI.spm",0,-1,-1
2,"MII_A201NI2","F_MII_0201NI2.png",32,-451,"MII_A201NI.spm",1,-1,-1
2,"MII_A201NK","F_MII_0201NK.png",32,-451,"MII_A201AS2.spm",6,-1,-1
2,"MII_A201NK2","F_MII_0201NK2.png",32,-451,"MII_A201AK.spm",5,-1,-1
2,"MII_A201NO","F_MII_0201NO.png",32,-451,"MII_A201AS2.spm",7,-1,-1
2,"MII_A201NS","F_MII_0201NS.png",32,-451,"MII_A201AS2.spm",8,-1,-1
2,"MII_A201OD","F_MII_0201OD.png",32,-451,"MII_A201AK.spm",6,-1,-1
2,"MII_A201OD2","F_MII_0201OD2.png",32,-451,"MII_A201AK.spm",7,-1,-1
2,"MII_A201SN","F_MII_0201SN.png",32,-451,"MII_A201AK.spm",8,-1,-1
2,"MII_A201SN2","F_MII_0201SN2.png",32,-451,"MII_A201AS2.spm",9,-1,-1
2,"MII_A201SN3","F_MII_0201SN3.png",32,-451,"MII_A201AS2.spm",10,-1,-1
2,"MII_A201TR","F_MII_0201TR.png",32,-451,"MII_A201TR.spm",0,-1,-1
2,"MII_A201TR2","F_MII_0201TR2.png",32,-451,"MII_A201TR.spm",1,-1,-1
2,"MII_A202AS","F_MII_0202AS.png",-4,-496,"MII_A202AS.spm",0,-1,-1
2,"MII_A202AS2","F_MII_0202AS2.png",-4,-496,"MII_A202AS.spm",1,-1,-1
2,"MII_A202IK","F_MII_0202IK.png",-4,-496,"MII_A202IK.spm",0,-1,-1
2,"MII_A202IK2","F_MII_0202IK2.png",-4,-496,"MII_A202AS.spm",2,-1,-1
2,"MII_A202KB","F_MII_0202KB.png",-4,-496,"MII_A202AS.spm",3,-1,-1
2,"MII_A202KB2","F_MII_0202KB2.png",-4,-496,"MII_A202AS.spm",4,-1,-1
2,"MII_A202KB3","F_MII_0202KB3.png",-4,-496,"MII_A202AS.spm",5,-1,-1
2,"MII_A202MJ","F_MII_0202MJ.png",-4,-496,"MII_A202AS.spm",6,-1,-1
2,"MII_A202MJ2","F_MII_0202MJ2.png",-4,-496,"MII_A202AS.spm",7,-1,-1
2,"MII_A202NK","F_MII_0202NK.png",-4,-496,"MII_A202AS.spm",8,-1,-1
2,"MII_A202NM","F_MII_0202NM.png",-4,-496,"MII_A202AS.spm",9,-1,-1
2,"MII_A202NM2","F_MII_0202NM2.png",-4,-496,"MII_A202AS.spm",10,-1,-1
2,"MII_A202NO","F_MII_0202NO.png",-4,-496,"MII_A202AS.spm",11,-1,-1
2,"MII_A202OD","F_MII_0202OD.png",-4,-496,"MII_A202AS.spm",12,-1,-1
2,"MII_A202OD2","F_MII_0202OD2.png",-4,-496,"MII_A202OD2.spm",0,-1,-1
2,"MII_A202OD3","F_MII_0202OD3.png",-4,-496,"MII_A202AS.spm",13,-1,-1
2,"MII_A202RK","F_MII_0202RK.png",-4,-496,"MII_A202AS.spm",14,-1,-1
2,"MII_A202SP","F_MII_0202SP.png",-4,-496,"MII_A202AS.spm",15,-1,-1
2,"MII_A202SP2","F_MII_0202SP2.png",-4,-496,"MII_A202AS.spm",16,-1,-1
2,"MII_A202TR","F_MII_0202TR.png",-4,-496,"MII_A202OD2.spm",1,-1,-1
2,"MII_A202TR2","F_MII_0202TR2.png",-4,-496,"MII_A202OD2.spm",2,-1,-1
2,"MII_A203AD","F_MII_0203AD.png",-8,-500,"MII_A203AD.spm",0,-1,-1
2,"MII_A203AD2","F_MII_0203AD2.png",-8,-500,"MII_A203AD2.spm",0,-1,-1
2,"MII_A203AD3","F_MII_0203AD3.png",-8,-500,"MII_A203AD.spm",1,-1,-1
2,"MII_A203AD4","F_MII_0203AD4.png",-8,-500,"MII_A203AD2.spm",1,-1,-1
2,"MII_A203AK","F_MII_0203AK.png",-8,-500,"MII_A203AD.spm",2,-1,-1
2,"MII_A203AK2","F_MII_0203AK2.png",-8,-500,"MII_A203AD.spm",3,-1,-1
2,"MII_A203BS","F_MII_0203BS.png",-8,-500,"MII_A203AD.spm",4,-1,-1
2,"MII_A203EG","F_MII_0203EG.png",-8,-500,"MII_A203AD.spm",5,-1,-1
2,"MII_A203EG2","F_MII_0203EG2.png",-8,-500,"MII_A203AD2.spm",2,-1,-1
2,"MII_A203EG3","F_MII_0203EG3.png",-8,-500,"MII_A203EG3.spm",0,-1,-1
2,"MII_A203EG4","F_MII_0203EG4.png",-8,-500,"MII_A203EG4.spm",0,-1,-1
2,"MII_A203FK","F_MII_0203FK.png",-8,-500,"MII_A203AD.spm",6,-1,-1
2,"MII_A203FK2","F_MII_0203FK2.png",-8,-500,"MII_A203AD2.spm",3,-1,-1
2,"MII_A203IK","F_MII_0203IK.png",-8,-500,"MII_A203AD.spm",7,-1,-1
2,"MII_A203IK2","F_MII_0203IK2.png",-8,-500,"MII_A203AD.spm",8,-1,-1
2,"MII_A203IK3","F_MII_0203IK3.png",-8,-500,"MII_A203AD.spm",9,-1,-1
2,"MII_A203IK4","F_MII_0203IK4.png",-8,-500,"MII_A203AD.spm",10,-1,-1
2,"MII_A203IK5","F_MII_0203IK5.png",-8,-500,"MII_A203AD.spm",11,-1,-1
2,"MII_A203IK6","F_MII_0203IK6.png",-8,-500,"MII_A203AD.spm",12,-1,-1
2,"MII_A203KB","F_MII_0203KB.png",-8,-500,"MII_A203AD.spm",13,-1,-1
2,"MII_A203KB2","F_MII_0203KB2.png",-8,-500,"MII_A203AD.spm",14,-1,-1
2,"MII_A203KD","F_MII_0203KD.png",-8,-500,"MII_A203AD.spm",15,-1,-1
2,"MII_A203KD2","F_MII_0203KD2.png",-8,-500,"MII_A203AD.spm",16,-1,-1
2,"MII_A203KM","F_MII_0203KM.png",-8,-500,"MII_A203AD.spm",17,-1,-1
2,"MII_A203KM2","F_MII_0203KM2.png",-8,-500,"MII_A203AD.spm",18,-1,-1
2,"MII_A203KM3","F_MII_0203KM3.png",-8,-500,"MII_A203AD.spm",19,-1,-1
2,"MII_A203KM4","F_MII_0203KM4.png",-8,-500,"MII_A203AD.spm",20,-1,-1
2,"MII_A203KM5","F_MII_0203KM5.png",-8,-500,"MII_A203AD.spm",21,-1,-1
2,"MII_A203KM6","F_MII_0203KM6.png",-8,-500,"MII_A203AD2.spm",4,-1,-1
2,"MII_A203KT","F_MII_0203KT.png",-8,-500,"MII_A203AD.spm",22,-1,-1
2,"MII_A203MJ","F_MII_0203MJ.png",-8,-500,"MII_A203AD.spm",23,-1,-1
2,"MII_A203MU","F_MII_0203MU.png",-8,-500,"MII_A203AD.spm",24,-1,-1
2,"MII_A203NI","F_MII_0203NI.png",-8,-500,"MII_A203AD.spm",25,-1,-1
2,"MII_A203NK","F_MII_0203NK.png",-8,-500,"MII_A203AD.spm",26,-1,-1
2,"MII_A203NK2","F_MII_0203NK2.png",-8,-500,"MII_A203AD.spm",27,-1,-1
2,"MII_A203NK3","F_MII_0203NK3.png",-8,-500,"MII_A203AD2.spm",5,-1,-1
2,"MII_A203NK4","F_MII_0203NK4.png",-8,-500,"MII_A203NK4.spm",0,-1,-1
2,"MII_A203NK5","F_MII_0203NK5.png",-8,-500,"MII_A203NK4.spm",1,-1,-1
2,"MII_A203NM","F_MII_0203NM.png",-8,-500,"MII_A203AD.spm",28,-1,-1
2,"MII_A203NM2","F_MII_0203NM2.png",-8,-500,"MII_A203AD.spm",29,-1,-1
2,"MII_A203NO","F_MII_0203NO.png",-8,-500,"MII_A203AD.spm",30,-1,-1
2,"MII_A203NO2","F_MII_0203NO2.png",-8,-500,"MII_A203NK4.spm",2,-1,-1
2,"MII_A203NS","F_MII_0203NS.png",-8,-500,"MII_A203AD.spm",31,-1,-1
2,"MII_A203NS2","F_MII_0203NS2.png",-8,-500,"MII_A203AD.spm",32,-1,-1
2,"MII_A203SN","F_MII_0203SN.png",-8,-500,"MII_A203AD.spm",33,-1,-1
2,"MII_A203SN2","F_MII_0203SN2.png",-8,-500,"MII_A203AD2.spm",6,-1,-1
2,"MII_A203SN3","F_MII_0203SN3.png",-8,-500,"MII_A203AD.spm",34,-1,-1
2,"MII_A203SN4","F_MII_0203SN4.png",-8,-500,"MII_A203AD.spm",35,-1,-1
2,"MII_A203TR","F_MII_0203TR.png",-8,-500,"MII_A203AD.spm",36,-1,-1
2,"MII_A203TR2","F_MII_0203TR2.png",-8,-500,"MII_A203AD2.spm",7,-1,-1
2,"MII_A203TR3","F_MII_0203TR3.png",-8,-500,"MII_A203AD.spm",37,-1,-1
2,"MII_A203TR4","F_MII_0203TR4.png",-8,-500,"MII_A203AD2.spm",8,-1,-1
2,"MII_0301AK","F_MII_0301AK.png",32,-451,"MII_0301AK.spm",0,-1,-1
2,"MII_0301AM","F_MII_0301AM.png",32,-451,"MII_0301AM.spm",0,-1,-1
2,"MII_0301AM2","F_MII_0301AM2.png",32,-451,"MII_0301AM.spm",1,-1,-1
2,"MII_0301AS","F_MII_0301AS.png",32,-451,"MII_0301AK.spm",1,-1,-1
2,"MII_0301AS2","F_MII_0301AS2.png",32,-451,"MII_0301AS2.spm",0,-1,-1
2,"MII_0301AS3","F_MII_0301AS3.png",32,-451,"MII_0301AK.spm",2,-1,-1
2,"MII_0301AS4","F_MII_0301AS4.png",32,-451,"MII_0301AK.spm",3,-1,-1
2,"MII_0301BS","F_MII_0301BS.png",32,-451,"MII_0301BS.spm",0,-1,-1
2,"MII_0301GM","F_MII_0301GM.png",32,-451,"MII_0301GM.spm",0,-1,-1
2,"MII_0301KB","F_MII_0301KB.png",32,-451,"MII_0301GM.spm",1,-1,-1
2,"MII_0301KD","F_MII_0301KD.png",32,-451,"MII_0301GM.spm",2,-1,-1
2,"MII_0301KD2","F_MII_0301KD2.png",32,-451,"MII_0301KD2.spm",0,-1,-1
2,"MII_0301KS","F_MII_0301KS.png",32,-451,"MII_0301AK.spm",4,-1,-1
2,"MII_0301KY","F_MII_0301KY.png",32,-451,"MII_0301BS.spm",1,-1,-1
2,"MII_0301KY2","F_MII_0301KY2.png",32,-451,"MII_0301BS.spm",2,-1,-1
2,"MII_0301NI","F_MII_0301NI.png",32,-451,"MII_0301NI.spm",0,-1,-1
2,"MII_0301NI2","F_MII_0301NI2.png",32,-451,"MII_0301NI.spm",1,-1,-1
2,"MII_0301NK","F_MII_0301NK.png",32,-451,"MII_0301GM.spm",3,-1,-1
2,"MII_0301NK2","F_MII_0301NK2.png",32,-451,"MII_0301AK.spm",5,-1,-1
2,"MII_0301NO","F_MII_0301NO.png",32,-451,"MII_0301GM.spm",4,-1,-1
2,"MII_0301NS","F_MII_0301NS.png",32,-451,"MII_0301AS2.spm",1,-1,-1
2,"MII_0301OD","F_MII_0301OD.png",32,-451,"MII_0301AK.spm",6,-1,-1
2,"MII_0301OD2","F_MII_0301OD2.png",32,-451,"MII_0301AK.spm",7,-1,-1
2,"MII_0301SN","F_MII_0301SN.png",32,-451,"MII_0301AK.spm",8,-1,-1
2,"MII_0301SN2","F_MII_0301SN2.png",32,-451,"MII_0301GM.spm",5,-1,-1
2,"MII_0301SN3","F_MII_0301SN3.png",32,-451,"MII_0301GM.spm",6,-1,-1
2,"MII_0301TR","F_MII_0301TR.png",32,-451,"MII_0301TR.spm",0,-1,-1
2,"MII_0301TR2","F_MII_0301TR2.png",32,-451,"MII_0301TR.spm",1,-1,-1
2,"MII_0302AS","F_MII_0302AS.png",-4,-496,"MII_0302AS.spm",0,-1,-1
2,"MII_0302AS2","F_MII_0302AS2.png",-4,-496,"MII_0302AS.spm",1,-1,-1
2,"MII_0302IK","F_MII_0302IK.png",-4,-496,"MII_0302IK.spm",0,-1,-1
2,"MII_0302IK2","F_MII_0302IK2.png",-4,-496,"MII_0302AS.spm",2,-1,-1
2,"MII_0302KB","F_MII_0302KB.png",-4,-496,"MII_0302AS.spm",3,-1,-1
2,"MII_0302KB2","F_MII_0302KB2.png",-4,-496,"MII_0302AS.spm",4,-1,-1
2,"MII_0302KB3","F_MII_0302KB3.png",-4,-496,"MII_0302AS.spm",5,-1,-1
2,"MII_0302MJ","F_MII_0302MJ.png",-4,-496,"MII_0302AS.spm",6,-1,-1
2,"MII_0302MJ2","F_MII_0302MJ2.png",-4,-496,"MII_0302AS.spm",7,-1,-1
2,"MII_0302NK","F_MII_0302NK.png",-4,-496,"MII_0302AS.spm",8,-1,-1
2,"MII_0302NM","F_MII_0302NM.png",-4,-496,"MII_0302AS.spm",9,-1,-1
2,"MII_0302NM2","F_MII_0302NM2.png",-4,-496,"MII_0302AS.spm",10,-1,-1
2,"MII_0302NO","F_MII_0302NO.png",-4,-496,"MII_0302AS.spm",11,-1,-1
2,"MII_0302OD","F_MII_0302OD.png",-4,-496,"MII_0302AS.spm",12,-1,-1
2,"MII_0302OD2","F_MII_0302OD2.png",-4,-496,"MII_0302OD2.spm",0,-1,-1
2,"MII_0302OD3","F_MII_0302OD3.png",-4,-496,"MII_0302AS.spm",13,-1,-1
2,"MII_0302RK","F_MII_0302RK.png",-4,-496,"MII_0302AS.spm",14,-1,-1
2,"MII_0302SP","F_MII_0302SP.png",-4,-496,"MII_0302AS.spm",15,-1,-1
2,"MII_0302SP2","F_MII_0302SP2.png",-4,-496,"MII_0302AS.spm",16,-1,-1
2,"MII_0302TR","F_MII_0302TR.png",-4,-496,"MII_0302OD2.spm",1,-1,-1
2,"MII_0302TR2","F_MII_0302TR2.png",-4,-496,"MII_0302OD2.spm",2,-1,-1
2,"MII_0303AD","F_MII_0303AD.png",-8,-500,"MII_0303AD.spm",0,-1,-1
2,"MII_0303AD2","F_MII_0303AD2.png",-8,-500,"MII_0303AD2.spm",0,-1,-1
2,"MII_0303AD3","F_MII_0303AD3.png",-8,-500,"MII_0303AD.spm",1,-1,-1
2,"MII_0303AD4","F_MII_0303AD4.png",-8,-500,"MII_0303AD2.spm",1,-1,-1
2,"MII_0303AK","F_MII_0303AK.png",-8,-500,"MII_0303AD.spm",2,-1,-1
2,"MII_0303AK2","F_MII_0303AK2.png",-8,-500,"MII_0303AD.spm",3,-1,-1
2,"MII_0303BS","F_MII_0303BS.png",-8,-500,"MII_0303AD.spm",4,-1,-1
2,"MII_0303EG","F_MII_0303EG.png",-8,-500,"MII_0303AD.spm",5,-1,-1
2,"MII_0303EG2","F_MII_0303EG2.png",-8,-500,"MII_0303AD2.spm",2,-1,-1
2,"MII_0303EG3","F_MII_0303EG3.png",-8,-500,"MII_0303AD.spm",6,-1,-1
