"Int32","Int32","Int32","Int32","Int32","Int32","Int32","Int32","String","String","Int32","Int32","Int32","Int32"
255,255,255,0,0,100,100,100,"BG_GK_KYOSHITSU03C.png","",0,0,1280,720
190,210,240,0,0,100,100,100,"BG_GK_KYOSHITSU03D.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_OKUJYO01A.png","",0,0,1280,720
239,247,255,0,0,100,100,100,"BG_GK_OKUJYO01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_POOL01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_POOL01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_POOL01C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_RIJICHO01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_ROKA01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_ROKA01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_ROKA01C.png","",0,0,1280,720
255,241,223,0,0,100,100,100,"BG_GK_ROKA02A.png","",0,0,1280,720
255,241,223,0,0,100,100,100,"BG_GK_ROKA02B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_ROKA03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_ROKA03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_SYOKUDO01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_SYOKUDOTERA01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_SYOKUINSHITSU01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_SYOKUINSHITSU01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_SYOKUINSHITSU01B.png","BG_GK_TAIIKUKANMAE01A.png",123,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_SYOKUINSHITSU01B.png","BG_GK_TAIIKUKANMAE01B.png",123,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_SYOKUINSHITSU01B.png","BG_GK_TAIIKUKANURA01A.png",123,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_TENNIS01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_TOSYOSHITSU01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GK_TOSYOSHITSU01B.png","",0,0,1280,720
242,249,255,0,0,100,100,100,"BG_HS_ISAKI01A.png","",0,0,1280,720
255,241,231,0,0,100,100,100,"BG_HS_ISAKI02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_HS_ISAKIMAE01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_HS_ISAKIMAE01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_HS_MAE01A.png","",0,0,1280,720
255,245,230,0,0,100,100,100,"BG_HS_MAE02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_HS_MAE02B.png","",0,0,1280,720
255,245,230,0,0,100,100,100,"BG_HS_MAE02C.png","",0,0,1280,720
233,246,255,0,0,100,100,100,"BG_HS_MAE03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_HS_MAE03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_HS_TENNAI01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_HS_TENNAI02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_HS_TENNAI03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_ARIKAWAGAIKAN01A.png","",0,0,1280,720
255,247,236,0,0,100,100,100,"BG_MT_ARIKAWAGAIKAN02A.png","",0,0,1280,720
207,224,242,0,0,100,100,100,"BG_MT_ARIKAWAGAIKAN03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_ARIKAWAJIMUSYO01A.png","",0,0,1280,720
251,255,224,0,0,100,100,100,"BG_MT_ARIKAWAJIMUSYO02A.png","",0,0,1280,720
242,248,255,0,0,100,100,100,"BG_MT_ARIKAWAKOJYO01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_BOCHI01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_BOROAPART03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_BOROAPARTGAIKAN01A.png","",0,0,1280,720
224,235,255,0,0,100,100,100,"BG_MT_BOROAPARTGAIKAN03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_CAFE01A.png","",0,0,1280,720
255,248,233,0,0,100,100,100,"BG_MT_CAFE02A.png","",0,0,1280,720
255,240,230,0,0,100,100,100,"BG_MT_DAGASHIYA02A.png","",0,0,1280,720
255,255,255,750,0,100,100,100,"BG_MT_EKI01A.png","",0,0,2361,960
255,240,230,750,0,100,100,100,"BG_MT_EKI02A.png","",0,0,2361,960
224,235,255,750,0,100,100,100,"BG_MT_EKI03A.png","",0,0,2361,960
255,255,255,0,362,100,100,100,"BG_MT_ENKEI01A.png","",0,0,1280,1443
255,255,255,0,0,100,100,100,"BG_MT_ENKEI01B.png","",0,0,1280,960
255,255,255,0,0,100,100,100,"BG_MT_ENKEI02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_ENKEI03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_FANCYSHOP01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_JINJYAKEIDAI01A.png","",0,0,1280,720
244,248,255,0,0,100,100,100,"BG_MT_JINJYAKEIDAI01B.png","",0,0,1280,720
244,248,255,0,0,100,100,100,"BG_MT_JINJYAKEIDAI01C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_JINJYAKEIDAI01D.png","",0,0,1280,720
255,243,231,0,0,100,100,100,"BG_MT_JINJYAKEIDAI02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_JINJYAKEIDAI03A.png","",0,0,1280,720
226,235,255,0,0,100,100,100,"BG_MT_JINJYAKEIDAI03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_JINJYAMAE01A.png","",0,0,1280,720
255,243,231,0,0,100,100,100,"BG_MT_JINJYAMAE02A.png","",0,0,1280,720
255,243,231,0,0,100,100,100,"BG_MT_JINJYAMAE02A.png","BG_MT_JINJYAMAE02B.png",0,0,1280,720
230,240,255,0,0,100,100,100,"BG_MT_JINJYAMAE03A.png","",0,0,1280,720
236,245,255,0,0,100,100,100,"BG_MT_JINJYAMAE03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_JINJYAMICHI01A.png","",0,0,1280,720
255,240,220,0,0,100,100,100,"BG_MT_JINJYAMICHI02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_JINJYASYUHEN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_KANAME01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_KANAME01A.png","BG_MT_KANAME01B.png",49,36,1280,720
255,255,255,0,0,100,100,100,"BG_MT_KANAME03A.png","",0,0,1280,720
197,210,242,0,0,100,100,100,"BG_MT_KANAME03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_KANAMEMANSION01A.png","",0,0,1280,720
215,226,242,0,0,100,100,100,"BG_MT_KANAMEMANSION03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_KAWARA01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_KAWARA01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_KAWARA01C.png","",0,0,1280,720
219,230,255,0,0,100,100,100,"BG_MT_KAWARA01D.png","",0,0,1280,720
255,247,236,0,0,100,100,100,"BG_MT_KAWARA02A.png","",0,0,1280,720
230,239,255,0,0,100,100,100,"BG_MT_KAWARA03A.png","",0,0,1280,720
197,210,242,0,0,100,100,100,"BG_MT_KAWARA03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_KOEN01A.png","",0,0,1280,720
213,234,255,0,0,100,100,100,"BG_MT_KOEN03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_MICHI01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_NEWSYOTEN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_NEWSYOTEN01A.png","BG_MT_NEWSYOTEN01B.png",41,0,1280,720
255,246,233,0,0,100,100,100,"BG_MT_NEWSYOTEN02A.png","",0,0,1280,720
255,246,233,0,0,100,100,100,"BG_MT_NEWSYOTEN02A.png","BG_MT_NEWSYOTEN02B.png",73,0,1280,720
244,248,255,0,0,100,100,100,"BG_MT_NEWSYOTEN03A.png","",0,0,1280,720
244,248,255,0,0,100,100,100,"BG_MT_NEWSYOTEN03A.png","BG_MT_NEWSYOTEN03B.png",76,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_OLDAPART01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_OLDAPART01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_OLDAPART01C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_OLDAPART01D.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_OLDAPART01E.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_OLDSYOTEN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_SENTO01A.png","",0,0,1280,720
232,243,255,0,0,100,100,100,"BG_MT_SENTO03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_SENTOONNA03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_SENTOOTOKO03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_SHIGAICHI01A.png","",0,0,1280,720
234,246,255,0,0,100,100,100,"BG_MT_SHIGAICHI03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_TEIBO01A.png","",0,0,1280,720
255,241,218,0,0,100,100,100,"BG_MT_TEIBO02A.png","",0,0,1280,720
199,215,242,0,0,100,100,100,"BG_MT_TEIBO03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_TODOROKIMICHI01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_TODOROKIMICHI01B.png","",0,0,1280,720
255,243,211,0,0,100,100,100,"BG_MT_TODOROKIMICHI02A.png","",0,0,1280,720
204,225,240,0,0,100,100,100,"BG_MT_TODOROKIMICHI03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_TSUGAKURO01A.png","",0,0,1280,720
231,237,255,0,0,100,100,100,"BG_MT_TSUGAKURO01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_TSUGAKURO01C.png","",0,0,1280,720
255,236,211,0,0,100,100,100,"BG_MT_TSUGAKURO02A.png","",0,0,1280,720
227,234,248,0,0,100,100,100,"BG_MT_TSUGAKURO03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_MT_YATAI03A.png","",0,0,1280,720
255,246,233,0,0,100,100,100,"BG_MT_YUU01A.png","",0,0,1280,720
255,245,226,0,0,100,100,100,"BG_MT_YUU01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_BYOSHITSU01A.png","",0,0,1280,720
255,249,238,0,0,100,100,100,"BG_BYOSHITSU02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_BYOSHITSU03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_CHUGAKUWATARIROKA01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_DAIGAKU01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_DAMKOHAN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_DAMKOHAN01B.png","",0,0,1280,720
255,243,223,0,0,100,100,100,"BG_DAMKOHAN02A.png","",0,0,1280,720
215,235,255,0,0,100,100,100,"BG_DAMKOHAN03A.png","",0,0,1280,720
215,235,255,0,0,100,100,100,"BG_DAMKOHAN03A.png","BG_DAMKOHAN03B.png",1,8,1280,720
233,244,255,0,0,100,100,100,"BG_DAMKOHAN03C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_DAMSANBASHI01A.png","",0,0,1280,720
255,241,223,0,0,100,100,100,"BG_DAMSANBASHI02A.png","",0,0,1280,720
215,235,255,0,0,100,100,100,"BG_DAMSANBASHI03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_DENSYA01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_DENSYA03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_FAMIRES01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GAKUEN01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_GAKUENOKUJYO01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_ISAKIYUUAPART03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_KANAMEOFFICE01A.png","",0,0,1280,721
255,247,248,0,0,100,100,100,"BG_LOVEHOTEL01A.png","",0,0,1280,720
233,246,255,0,0,100,100,100,"BG_MUJINEKI03A.png","",0,0,1280,720
233,246,255,0,0,100,100,100,"BG_MUJINEKI03A.png","BG_MUJINEKI03B.png",206,74,1280,720
255,255,255,0,0,100,100,100,"BG_MUJINEKIMAE01A.png","",0,0,1280,721
255,255,255,0,0,100,100,100,"BG_OLDBYOSHITSU01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SKY01A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SKY01B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SKY01C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SKY02A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SKY03A.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SKY03B.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_SKY03C.png","",0,0,1280,720
255,255,255,0,0,100,100,100,"BG_YAMAMICHI01A.png","",0,0,1280,720
218,238,255,0,0,100,100,100,"BG_YAMAMICHI03A.png","",0,0,1280,720
